WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE,YEAR,MONTH,DAY
2024-02-17,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,98265.0,Political violence,2048,19.2447,97.3195,2024,2,17
2024-02-24,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,2,0,120924.0,Political violence,2048,19.2447,97.3195,2024,2,24
2024-03-23,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,11263.0,Political violence,2048,19.2447,97.3195,2024,3,23
2024-04-20,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,6,1822.0,Political violence,2048,19.2447,97.3195,2024,4,20
2024-06-01,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,158.0,Political violence,2048,19.2447,97.3195,2024,6,1
2024-08-31,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,5,6,13452.0,Political violence,2048,19.2447,97.3195,2024,8,31
2024-10-05,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,351.0,Political violence,2048,19.2447,97.3195,2024,10,5
2024-11-09,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,3,0,442.0,Political violence,2048,19.2447,97.3195,2024,11,9
2024-11-16,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,2,0,442.0,Political violence,2048,19.2447,97.3195,2024,11,16
2024-12-28,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,4,3,120478.0,Political violence,2048,19.2447,97.3195,2024,12,28
2025-01-11,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,3,3,8007.0,Political violence,2048,19.2447,97.3195,2025,1,11
2025-01-18,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,2,0,124212.0,Political violence,2048,19.2447,97.3195,2025,1,18
2025-01-25,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,2,354.0,Political violence,2048,19.2447,97.3195,2025,1,25
2025-02-01,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,2,1016.0,Political violence,2048,19.2447,97.3195,2025,2,1
2025-02-08,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,604.0,Political violence,2048,19.2447,97.3195,2025,2,8
2025-03-01,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,3,2,4351.0,Political violence,2048,19.2447,97.3195,2025,3,1
2025-03-08,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,164.0,Political violence,2048,19.2447,97.3195,2025,3,8
2025-03-15,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,164.0,Political violence,2048,19.2447,97.3195,2025,3,15
2025-03-29,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,3,6,9560.0,Political violence,2048,19.2447,97.3195,2025,3,29
2025-04-19,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,2,5,5659.0,Political violence,2048,19.2447,97.3195,2025,4,19
2025-04-26,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,3757.0,Political violence,2048,19.2447,97.3195,2025,4,26
2025-05-03,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,164.0,Political violence,2048,19.2447,97.3195,2025,5,3
2025-05-10,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,2,2,3757.0,Political violence,2048,19.2447,97.3195,2025,5,10
2025-05-24,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,8281.0,Political violence,2048,19.2447,97.3195,2025,5,24
2025-06-21,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,7,2383.0,Political violence,2048,19.2447,97.3195,2025,6,21
2025-06-28,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,164.0,Political violence,2048,19.2447,97.3195,2025,6,28
2025-07-05,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,2,5,2391.0,Political violence,2048,19.2447,97.3195,2025,7,5
2025-07-12,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,5,6,3680.0,Political violence,2048,19.2447,97.3195,2025,7,12
2025-07-19,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,7504.0,Political violence,2048,19.2447,97.3195,2025,7,19
2025-07-26,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,7504.0,Political violence,2048,19.2447,97.3195,2025,7,26
2025-08-02,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,3,0,46742.0,Political violence,2048,19.2447,97.3195,2025,8,2
2025-08-16,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,5,26,2305.0,Political violence,2048,19.2447,97.3195,2025,8,16
2025-08-23,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,3,1,25100.0,Political violence,2048,19.2447,97.3195,2025,8,23
2025-08-30,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,2,0,16983.0,Political violence,2048,19.2447,97.3195,2025,8,30
2025-09-13,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,16356.0,Political violence,2048,19.2447,97.3195,2025,9,13
2025-09-27,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,115905.0,Political violence,2048,19.2447,97.3195,2025,9,27
2025-10-11,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,0,789.0,Political violence,2048,19.2447,97.3195,2025,10,11
2025-10-18,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,5,2,125076.0,Political violence,2048,19.2447,97.3195,2025,10,18
2025-10-25,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,5,3,13122.0,Political violence,2048,19.2447,97.3195,2025,10,25
2025-11-01,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,1,5,164.0,Political violence,2048,19.2447,97.3195,2025,11,1
2025-11-15,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,2,5,16760.0,Political violence,2048,19.2447,97.3195,2025,11,15
2025-12-06,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Air/drone strike,3,0,,Political violence,2048,19.2447,97.3195,2025,12,6
2021-04-03,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Grenade,1,0,159.0,Political violence,2048,19.2447,97.3195,2021,4,3
2021-05-01,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Grenade,1,0,18071.0,Political violence,2048,19.2447,97.3195,2021,5,1
2023-06-24,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Grenade,1,1,157.0,Political violence,2048,19.2447,97.3195,2023,6,24
2021-05-08,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,78109.0,Political violence,2048,19.2447,97.3195,2021,5,8
2021-05-15,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,154.0,Political violence,2048,19.2447,97.3195,2021,5,15
2021-05-29,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,83249.0,Political violence,2048,19.2447,97.3195,2021,5,29
2021-06-05,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,5100.0,Political violence,2048,19.2447,97.3195,2021,6,5
2021-07-10,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,76062.0,Political violence,2048,19.2447,97.3195,2021,7,10
2021-07-31,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,76062.0,Political violence,2048,19.2447,97.3195,2021,7,31
2021-08-07,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,3,76062.0,Political violence,2048,19.2447,97.3195,2021,8,7
2021-08-21,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,76216.0,Political violence,2048,19.2447,97.3195,2021,8,21
2021-08-28,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,76062.0,Political violence,2048,19.2447,97.3195,2021,8,28
2021-09-11,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,154.0,Political violence,2048,19.2447,97.3195,2021,9,11
2021-09-18,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,76216.0,Political violence,2048,19.2447,97.3195,2021,9,18
2021-09-25,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,5,2,15215.0,Political violence,2048,19.2447,97.3195,2021,9,25
2021-10-02,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,5962.0,Political violence,2048,19.2447,97.3195,2021,10,2
2021-10-09,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,2,3,5049.0,Political violence,2048,19.2447,97.3195,2021,10,9
2021-10-16,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,76062.0,Political violence,2048,19.2447,97.3195,2021,10,16
2021-10-23,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,10,3626.0,Political violence,2048,19.2447,97.3195,2021,10,23
2021-11-13,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,154.0,Political violence,2048,19.2447,97.3195,2021,11,13
2021-12-18,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,76062.0,Political violence,2048,19.2447,97.3195,2021,12,18
2021-12-25,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,76062.0,Political violence,2048,19.2447,97.3195,2021,12,25
2022-01-08,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,3,155.0,Political violence,2048,19.2447,97.3195,2022,1,8
2022-01-15,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,77185.0,Political violence,2048,19.2447,97.3195,2022,1,15
2022-02-12,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,14790.0,Political violence,2048,19.2447,97.3195,2022,2,12
2022-04-02,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,64355.0,Political violence,2048,19.2447,97.3195,2022,4,2
2022-04-09,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,2,4,2128.0,Political violence,2048,19.2447,97.3195,2022,4,9
2022-04-16,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,12.0,Political violence,2048,19.2447,97.3195,2022,4,16
2022-04-23,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,5039.0,Political violence,2048,19.2447,97.3195,2022,4,23
2022-04-30,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,64355.0,Political violence,2048,19.2447,97.3195,2022,4,30
2022-05-07,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,12.0,Political violence,2048,19.2447,97.3195,2022,5,7
2022-05-14,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,12.0,Political violence,2048,19.2447,97.3195,2022,5,14
2022-06-04,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,1476.0,Political violence,2048,19.2447,97.3195,2022,6,4
2022-06-11,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,2195.0,Political violence,2048,19.2447,97.3195,2022,6,11
2022-07-16,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,13375.0,Political violence,2048,19.2447,97.3195,2022,7,16
2022-08-13,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,64355.0,Political violence,2048,19.2447,97.3195,2022,8,13
2022-08-20,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,13375.0,Political violence,2048,19.2447,97.3195,2022,8,20
2022-09-17,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,627.0,Political violence,2048,19.2447,97.3195,2022,9,17
2022-11-12,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,2,4,2736.0,Political violence,2048,19.2447,97.3195,2022,11,12
2022-11-26,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,2,1,2425.0,Political violence,2048,19.2447,97.3195,2022,11,26
2023-02-04,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,4,229.0,Political violence,2048,19.2447,97.3195,2023,2,4
2023-03-04,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,2,1,16782.0,Political violence,2048,19.2447,97.3195,2023,3,4
2023-03-11,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,755.0,Political violence,2048,19.2447,97.3195,2023,3,11
2023-05-06,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,89529.0,Political violence,2048,19.2447,97.3195,2023,5,6
2023-07-15,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,441.0,Political violence,2048,19.2447,97.3195,2023,7,15
2023-09-23,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,305.0,Political violence,2048,19.2447,97.3195,2023,9,23
2023-10-14,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,777.0,Political violence,2048,19.2447,97.3195,2023,10,14
2023-12-23,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,84651.0,Political violence,2048,19.2447,97.3195,2023,12,23
2024-01-27,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,2837.0,Political violence,2048,19.2447,97.3195,2024,1,27
2024-02-17,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,158.0,Political violence,2048,19.2447,97.3195,2024,2,17
2024-02-24,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,32066.0,Political violence,2048,19.2447,97.3195,2024,2,24
2024-03-23,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,18429.0,Political violence,2048,19.2447,97.3195,2024,3,23
2024-03-30,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,98265.0,Political violence,2048,19.2447,97.3195,2024,3,30
2024-04-27,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,3521.0,Political violence,2048,19.2447,97.3195,2024,4,27
2024-05-11,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,2,1,98423.0,Political violence,2048,19.2447,97.3195,2024,5,11
2024-06-29,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,33249.0,Political violence,2048,19.2447,97.3195,2024,6,29
2024-12-07,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,115382.0,Political violence,2048,19.2447,97.3195,2024,12,7
2025-03-15,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,115905.0,Political violence,2048,19.2447,97.3195,2025,3,15
2025-03-22,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,3,0,119263.0,Political violence,2048,19.2447,97.3195,2025,3,22
2025-05-03,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,115905.0,Political violence,2048,19.2447,97.3195,2025,5,3
2025-07-12,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,16179.0,Political violence,2048,19.2447,97.3195,2025,7,12
2025-10-25,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,119216.0,Political violence,2048,19.2447,97.3195,2025,10,25
2025-11-29,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,2048,19.2447,97.3195,2025,11,29
2021-05-22,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,7,6,103767.0,Political violence,2048,19.2447,97.3195,2021,5,22
2021-05-29,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,4,0,78263.0,Political violence,2048,19.2447,97.3195,2021,5,29
2021-06-05,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,5,2,95509.0,Political violence,2048,19.2447,97.3195,2021,6,5
2021-06-12,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,10,154.0,Political violence,2048,19.2447,97.3195,2021,6,12
2021-07-17,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,1235.0,Political violence,2048,19.2447,97.3195,2021,7,17
2021-07-31,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,76062.0,Political violence,2048,19.2447,97.3195,2021,7,31
2021-08-07,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,3852.0,Political violence,2048,19.2447,97.3195,2021,8,7
2021-09-04,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,2,1,882.0,Political violence,2048,19.2447,97.3195,2021,9,4
2021-09-11,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,76062.0,Political violence,2048,19.2447,97.3195,2021,9,11
2021-09-18,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,5962.0,Political violence,2048,19.2447,97.3195,2021,9,18
2021-09-25,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,16089.0,Political violence,2048,19.2447,97.3195,2021,9,25
2021-10-09,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,32478.0,Political violence,2048,19.2447,97.3195,2021,10,9
2021-10-23,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,2,154.0,Political violence,2048,19.2447,97.3195,2021,10,23
2021-12-18,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,3,1,94967.0,Political violence,2048,19.2447,97.3195,2021,12,18
2022-01-01,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,4,1,80914.0,Political violence,2048,19.2447,97.3195,2022,1,1
2022-01-08,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,4,0,85322.0,Political violence,2048,19.2447,97.3195,2022,1,8
2022-01-15,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,3,3,76566.0,Political violence,2048,19.2447,97.3195,2022,1,15
2022-01-29,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,1670.0,Political violence,2048,19.2447,97.3195,2022,1,29
2022-02-05,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,1057.0,Political violence,2048,19.2447,97.3195,2022,2,5
2022-02-26,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,652.0,Political violence,2048,19.2447,97.3195,2022,2,26
2022-03-05,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,3,4,2489.0,Political violence,2048,19.2447,97.3195,2022,3,5
2022-03-12,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,15801.0,Political violence,2048,19.2447,97.3195,2022,3,12
2022-03-19,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,4,0,66869.0,Political violence,2048,19.2447,97.3195,2022,3,19
2022-03-26,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,6,1,81091.0,Political violence,2048,19.2447,97.3195,2022,3,26
2022-04-02,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,7,2,6205.0,Political violence,2048,19.2447,97.3195,2022,4,2
2022-04-09,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,65007.0,Political violence,2048,19.2447,97.3195,2022,4,9
2022-04-16,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,7,1,67153.0,Political violence,2048,19.2447,97.3195,2022,4,16
2022-04-30,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,1533.0,Political violence,2048,19.2447,97.3195,2022,4,30
2022-05-14,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,1403.0,Political violence,2048,19.2447,97.3195,2022,5,14
2022-05-21,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,2,1,7380.0,Political violence,2048,19.2447,97.3195,2022,5,21
2022-05-28,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,2,1,64864.0,Political violence,2048,19.2447,97.3195,2022,5,28
2022-06-04,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,4,3,65971.0,Political violence,2048,19.2447,97.3195,2022,6,4
2022-06-11,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,850.0,Political violence,2048,19.2447,97.3195,2022,6,11
2022-07-16,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,564.0,Political violence,2048,19.2447,97.3195,2022,7,16
2022-07-30,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,2,2,64367.0,Political violence,2048,19.2447,97.3195,2022,7,30
2022-08-06,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,1472.0,Political violence,2048,19.2447,97.3195,2022,8,6
2022-08-13,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,1577.0,Political violence,2048,19.2447,97.3195,2022,8,13
2022-08-20,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,1,2101.0,Political violence,2048,19.2447,97.3195,2022,8,20
2022-09-03,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,12.0,Political violence,2048,19.2447,97.3195,2022,9,3
2022-09-17,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,3,3,2648.0,Political violence,2048,19.2447,97.3195,2022,9,17
2022-09-24,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,2,1,2288.0,Political violence,2048,19.2447,97.3195,2022,9,24
2022-10-01,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,64355.0,Political violence,2048,19.2447,97.3195,2022,10,1
2022-10-22,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,4,4,5006.0,Political violence,2048,19.2447,97.3195,2022,10,22
2022-10-29,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,4,0,1722.0,Political violence,2048,19.2447,97.3195,2022,10,29
2022-11-05,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,11,0,4044.0,Political violence,2048,19.2447,97.3195,2022,11,5
2022-11-12,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,2,1,493.0,Political violence,2048,19.2447,97.3195,2022,11,12
2022-11-19,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,12.0,Political violence,2048,19.2447,97.3195,2022,11,19
2022-11-26,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,2,1071.0,Political violence,2048,19.2447,97.3195,2022,11,26
2022-12-03,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,322.0,Political violence,2048,19.2447,97.3195,2022,12,3
2022-12-10,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,2,1,64367.0,Political violence,2048,19.2447,97.3195,2022,12,10
2022-12-24,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,5039.0,Political violence,2048,19.2447,97.3195,2022,12,24
2022-12-31,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,4,2,65963.0,Political violence,2048,19.2447,97.3195,2022,12,31
2023-01-14,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,4,0,3626.0,Political violence,2048,19.2447,97.3195,2023,1,14
2023-01-21,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,12.0,Political violence,2048,19.2447,97.3195,2023,1,21
2023-02-04,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,2316.0,Political violence,2048,19.2447,97.3195,2023,2,4
2023-02-11,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,253.0,Political violence,2048,19.2447,97.3195,2023,2,11
2023-02-18,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,132.0,Political violence,2048,19.2447,97.3195,2023,2,18
2023-02-25,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,3,2,15219.0,Political violence,2048,19.2447,97.3195,2023,2,25
2023-03-11,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,2544.0,Political violence,2048,19.2447,97.3195,2023,3,11
2023-03-18,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,1428.0,Political violence,2048,19.2447,97.3195,2023,3,18
2023-03-25,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,1484.0,Political violence,2048,19.2447,97.3195,2023,3,25
2023-04-01,Southeast Asia,Myanmar,Kayah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,12.0,Political violence,2048,19.2447,97.3195,2023,4,1
